progname,probsize,OMP_NUM_THREADS,OMP_PROC_BIND,OMP_PLACES,OMP_SCHEDULE,xtime,stddev
bfs_rodinia,lrgprob,20,spread,sockets,"static,512",0.06256166666666667,0.004227959594571983
bfs_rodinia,lrgprob,20,spread,sockets,"static,64",0.083493,0.002781591091443886
bfs_rodinia,lrgprob,20,spread,sockets,"static,8",0.145479,0.005233554910383579
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,1",2.282653,0.04518868213391463
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,128",0.057880999999999995,0.0013352707590597536
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,256",0.04565566666666667,0.0025384580621576787
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,32",0.14211333333333334,0.0012579508469464655
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,512",0.110721,0.12746562294595354
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,64",0.086076,0.0007294799517464463
bfs_rodinia,lrgprob,20,spread,threads,"dynamic,8",0.42003066666666666,0.0020847038958406805
bfs_rodinia,lrgprob,20,spread,threads,"guided,1",0.030569333333333334,0.002454929802119263
bfs_rodinia,lrgprob,20,spread,threads,"guided,128",0.030218,0.001955822333444425
bfs_rodinia,lrgprob,20,spread,threads,"guided,256",0.02934133333333333,0.0012836371501843244
bfs_rodinia,lrgprob,20,spread,threads,"guided,32",0.030382000000000003,0.002067710569688126
bfs_rodinia,lrgprob,20,spread,threads,"guided,512",0.10154466666666667,0.12303783662895466
bfs_rodinia,lrgprob,20,spread,threads,"guided,64",0.031041333333333334,0.0015730067810830748
bfs_rodinia,lrgprob,20,spread,threads,"guided,8",0.028960333333333334,0.00039767365179671363
bfs_rodinia,lrgprob,20,spread,threads,static,0.029354,0.0017907797184466868
bfs_rodinia,lrgprob,20,spread,threads,"static,1",0.29223166666666667,0.0013199205784187528
bfs_rodinia,lrgprob,20,spread,threads,"static,128",0.047425666666666665,0.0022473605258910593
bfs_rodinia,lrgprob,20,spread,threads,"static,256",0.039432666666666664,0.0006650536319225214
bfs_rodinia,lrgprob,20,spread,threads,"static,32",0.08542333333333334,0.002533115933654302
bfs_rodinia,lrgprob,20,spread,threads,"static,512",0.03602666666666667,0.002611218170382041
bfs_rodinia,lrgprob,20,spread,threads,"static,64",0.06222066666666667,0.0012505000333200083
bfs_rodinia,lrgprob,20,spread,threads,"static,8",0.14749866666666667,0.0013484826040158328
bfs_rodinia,lrgprob,40,close,cores,"dynamic,1",1.8282566666666666,0.005562655151394342
bfs_rodinia,lrgprob,40,close,cores,"dynamic,128",0.07475966666666667,0.013028204263571139
bfs_rodinia,lrgprob,40,close,cores,"dynamic,256",0.05170633333333333,0.005776961687023148
bfs_rodinia,lrgprob,40,close,cores,"dynamic,32",0.114523,0.0026276354389450614
bfs_rodinia,lrgprob,40,close,cores,"dynamic,512",0.042498,0.0020779564480517894
bfs_rodinia,lrgprob,40,close,cores,"dynamic,64",0.08459566666666667,0.006533434344457228
bfs_rodinia,lrgprob,40,close,cores,"dynamic,8",0.333701,0.0528303765555386
bfs_rodinia,lrgprob,40,close,cores,"guided,1",0.03631666666666667,0.002384702567058068
bfs_rodinia,lrgprob,40,close,cores,"guided,128",0.035229666666666666,0.0008270455448966115
